Sampling_type,SiteName,siteID,site_group,SiteID,site_num,Fluoride,Chloride,Nitrite,Bromide,NitrateN,PhosphateP,Sulfate,NH4N
East well,Bosque Farms,Bf_31,Bf,BosqueFarms_31,31,0.8687,24.699,0,0.3706,1.4548,0.6392,65.2635,
North well,Bosque Farms,Bf_32,Bf,BosqueFarms_32,32,0.8872,21.471,1.0531,0.0847,1.4039,0,50.8301,
River,Bosque Farms,Bf_33,Bf,BosqueFarms_33,33,0.5165,20.946,0.5958,0.3867,2.9239,1.4249,43.1964,
South well,Bosque Farms,Bf_34,Bf,BosqueFarms_34,34,0.8381,25.025,0,0.1623,1.4316,0.7636,60.4812,
West well,Bosque Farms,Bf_35,Bf,BosqueFarms_35,35,0.5607,22.059,0,0.3659,0.4517,1.3835,51.4856,
Center well,Bosque Farms,Bf_36,Bf,BosqueFarms_36,36,0.3786,12.811,0,0.3537,0.0668,0.0545,42.3331,
Ditch,Bosque Farms,Bf_37,Bf,BosqueFarms_37,37,0.5672,26.605,0.1365,0.7106,0.8532,0.0501,86.5289,
East well,Bosque Farms,Bf_38,Bf,BosqueFarms_38,38,0.2975,13.598,0,0.3781,0.0888,0.1148,44.2687,
North well,Bosque Farms,Bf_39,Bf,BosqueFarms_39,39,0.5224,20.083,0,0.5491,0.1568,0.019,45.4102,
River,Bosque Farms,Bf_40,Bf,BosqueFarms_40,40,0.069,16.93,0,0.485,2.2626,0.3392,59.1728,
South well,Bosque Farms,Bf_41,Bf,BosqueFarms_41,41,0.4332,9.304,0,0.1925,0,0.2999,41.7671,
West well,Bosque Farms,Bf_42,Bf,BosqueFarms_42,42,0.212,15.603,0,0.5149,0.0892,1.4118,36.5759,
Center,Calabacillas,Cb_1,Cb,Calabacillas_1,1,.,10.19,.,0.07,0.01,0.07,35.6,0.11
East,Calabacillas,Cb_2,Cb,Calabacillas_2,2,.,10.13,.,0.05,0.01,0.06,47.26,0.09
North,Calabacillas,Cb_3,Cb,Calabacillas_3,3,.,6,.,0.05,0.02,0.07,26.23,0.15
South,Calabacillas,Cb_4,Cb,Calabacillas_4,4,.,6.12,.,0.04,0.01,0.06,27.24,0.05
West,Calabacillas,Cb_5,Cb,Calabacillas_5,5,.,18.71,.,0.07,0.02,0.03,78.58,0.06
Center,Calabacillas,Cb_6,Cb,Calabacillas_6,6,.,18.58,.,0.07,0.02,0,77.08,0.08
East,Calabacillas,Cb_7,Cb,Calabacillas_7,7,.,13.09,.,0.05,0.02,0.05,37.04,0.05
North,Calabacillas,Cb_8,Cb,Calabacillas_8,8,.,11.49,.,0.06,0.03,0.07,40.62,0.11
River,Calabacillas,Cb_9,Cb,Calabacillas_9,9,.,12.04,.,0.06,0.06,0.01,37.17,0.01
South,Calabacillas,Cb_10,Cb,Calabacillas_10,10,.,10.74,.,0.06,0.02,0.04,41.62,0.03
West,Calabacillas,Cb_11,Cb,Calabacillas_11,11,.,23.2,.,0.06,0.02,0.03,91.8,0.04
Center,Calabacillas,Cb_12,Cb,Calabacillas_12,12,.,11.41,.,0.08,0.01,0.01,31.04,0.05
Ditch,Calabacillas,Cb_13,Cb,Calabacillas_13,13,.,15.02,.,0.07,0.03,0.22,43.02,0.03
East,Calabacillas,Cb_14,Cb,Calabacillas_14,14,.,7.65,.,0.04,0.01,0.12,32.81,0.07
North,Calabacillas,Cb_15,Cb,Calabacillas_15,15,.,13.19,.,0.04,0.02,0.07,26.22,0.13
River,Calabacillas,Cb_16,Cb,Calabacillas_16,16,.,6.02,.,0.01,0.06,0.03,39.07,0.03
South,Calabacillas,Cb_17,Cb,Calabacillas_17,17,.,12.39,.,0.06,0.01,0.02,30.02,0.03
West,Calabacillas,Cb_18,Cb,Calabacillas_18,18,.,12.75,.,0.05,0.01,0.03,32.96,0.04
Center,Calabacillas,Cb_19,Cb,Calabacillas_19,19,.,14.86,.,0.1,0.02,0.02,62.79,0
Ditch,Calabacillas,Cb_20,Cb,Calabacillas_20,20,.,12.68,.,0.06,0.03,0.03,54.78,0
East,Calabacillas,Cb_21,Cb,Calabacillas_21,21,.,16.14,.,0.06,0.02,0.05,98.35,0.01
North,Calabacillas,Cb_22,Cb,Calabacillas_22,22,.,6.13,.,0.07,0.01,0.09,27.35,0.1
River,Calabacillas,Cb_23,Cb,Calabacillas_23,23,.,9.65,.,0.04,0.18,0.03,44.48,0.02
South,Calabacillas,Cb_24,Cb,Calabacillas_24,24,.,8.13,.,0.06,0.02,0.05,47.36,0
West,Calabacillas,Cb_25,Cb,Calabacillas_25,25,.,8.76,.,0.07,0.02,0.02,32.91,0
Center,Calabacillas,Cb_26,Cb,Calabacillas_26,26,.,38.35,.,0.13,0.01,0,194.87,0.09
Ditch,Calabacillas,Cb_27,Cb,Calabacillas_27,27,.,14.37,.,0.07,0.02,0.04,57.35,0.01
East,Calabacillas,Cb_28,Cb,Calabacillas_28,28,.,11.19,.,0.07,0.02,0.05,41.72,0.05
North,Calabacillas,Cb_29,Cb,Calabacillas_29,29,.,13.91,.,0.09,0.01,0.12,59.2,0.21
River,Calabacillas,Cb_30,Cb,Calabacillas_30,30,.,7.96,.,0.03,0.08,0.02,35.76,0.02
South,Calabacillas,Cb_31,Cb,Calabacillas_31,31,.,13.68,.,0.06,0.01,0.03,57.56,0.04
West,Calabacillas,Cb_32,Cb,Calabacillas_32,32,.,17,.,0.08,0.03,0.01,84.11,0.05
Center,Calabacillas,Cb_33,Cb,Calabacillas_33,33,.,20.71,.,0.11,0.03,0.01,118.81,0.07
Ditch,Calabacillas,Cb_34,Cb,Calabacillas_34,34,.,14.7,.,0.07,0.04,0.02,58.52,0.02
East,Calabacillas,Cb_35,Cb,Calabacillas_35,35,.,15.53,.,0.07,0.02,0.05,42.74,0.06
North,Calabacillas,Cb_36,Cb,Calabacillas_36,36,.,8.51,.,0.06,0.03,0.1,21.61,0.13
River,Calabacillas,Cb_37,Cb,Calabacillas_37,37,.,12.82,.,0.06,0.09,0.02,39.59,0.02
South,Calabacillas,Cb_38,Cb,Calabacillas_38,38,.,9.74,.,0.07,0.03,0.05,39.81,0.04
West,Calabacillas,Cb_39,Cb,Calabacillas_39,39,.,15.22,.,0.12,0.02,0.02,55.96,0.06
Center,Calabacillas,Cb_40,Cb,Calabacillas_40,40,.,7.93,.,2.36,0.04,0.07,21.53,0.03
Ditch,Calabacillas,Cb_41,Cb,Calabacillas_41,41,.,12.97,.,1.69,0.02,0.04,55.09,0.01
East,Calabacillas,Cb_42,Cb,Calabacillas_42,42,.,11.78,.,1.25,0.05,0.11,44.94,0.02
North,Calabacillas,Cb_43,Cb,Calabacillas_43,43,.,7.63,.,2.11,0.03,0.13,46.56,0.06
River,Calabacillas,Cb_44,Cb,Calabacillas_44,44,.,8.76,.,0.59,0.04,0,40.71,0.01
South,Calabacillas,Cb_45,Cb,Calabacillas_45,45,.,7.02,.,2.04,0.07,0.07,41.14,0.02
West,Calabacillas,Cb_46,Cb,Calabacillas_46,46,.,10.07,.,2.41,0.03,0.07,46.77,0.02
Center,Calabacillas,Cb_47,Cb,Calabacillas_47,47,.,18.59,.,0.15,0.01,0.02,76.23,0.03
Ditch,Calabacillas,Cb_48,Cb,Calabacillas_48,48,.,8.07,.,0.04,0.05,0.25,41.33,0
East,Calabacillas,Cb_49,Cb,Calabacillas_49,49,.,3.1,.,0.01,0.01,0.04,26.73,0.06
North,Calabacillas,Cb_50,Cb,Calabacillas_50,50,.,5.06,.,0.04,0.03,0.09,20.03,0.06
River,Calabacillas,Cb_51,Cb,Calabacillas_51,51,.,5.95,.,0.04,0.05,0.28,29.34,0
South,Calabacillas,Cb_52,Cb,Calabacillas_52,52,.,4.84,.,0.04,0.02,0.06,25,0.04
West,Calabacillas,Cb_53,Cb,Calabacillas_53,53,.,6.07,.,0.04,0.01,0.05,35.88,0.02
Center,Calabacillas,Cb_54,Cb,Calabacillas_54,54,.,4.13,.,0.04,0.06,0.1,15.7,0.05
Ditch,Calabacillas,Cb_55,Cb,Calabacillas_55,55,.,9.24,.,0.06,0.05,0.06,42.52,0
East,Calabacillas,Cb_56,Cb,Calabacillas_56,56,.,9.5,.,0.03,0.02,0.03,42.8,0.05
North,Calabacillas,Cb_57,Cb,Calabacillas_57,57,.,5.95,.,0.03,0.05,0.12,32.51,0.16
River,Calabacillas,Cb_58,Cb,Calabacillas_58,58,.,13.1,.,0.03,0.13,0.04,44.07,0
South,Calabacillas,Cb_59,Cb,Calabacillas_59,59,.,6.82,.,0.06,0.04,0.05,33.54,0.03
West,Calabacillas,Cb_60,Cb,Calabacillas_60,60,.,4.57,.,0.04,0.06,0.04,25.75,0.06
River,Coronado,Cd_1,Cd,Coronado_1,1,1.029,13.872,0,0.4846,1.2577,0,38.801,
River blank,Coronado,Cd_2,Cd,Coronado_2,2,.,.,.,.,.,.,.,
River duplicate,Coronado,Cd_3,Cd,Coronado_3,3,.,.,.,.,.,.,.,
River,Coronado,Cd_4,Cd,Coronado_4,4,0.54,20.99,0,0.45,1.95,0,71.69,
River blank,Coronado,Cd_5,Cd,Coronado_5,5,.,.,.,.,.,.,.,
River duplicate,Coronado,Cd_6,Cd,Coronado_6,6,.,.,.,.,.,.,.,
River,Coronado,Cd_7,Cd,Coronado_7,7,0.7463,29.934,0,0.8639,2.0506,0,106.9661,
River blank,Coronado,Cd_8,Cd,Coronado_8,8,.,.,.,.,.,.,.,
River duplicate,Coronado,Cd_9,Cd,Coronado_9,9,.,.,.,.,.,.,.,
River,Coronado,Cd_10,Cd,Coronado_10,10,0.4362,10.412,0,0.3471,0.359,0,30.6159,
River blank,Coronado,Cd_11,Cd,Coronado_11,11,.,.,.,.,.,.,.,
River duplicate,Coronado,Cd_12,Cd,Coronado_12,12,.,.,.,.,.,.,.,
River,Coronado,Cd_13,Cd,Coronado_13,13,.,.,.,.,.,.,.,
River blank,Coronado,Cd_14,Cd,Coronado_14,14,.,.,.,.,.,.,.,
River duplicate,Coronado,Cd_15,Cd,Coronado_15,15,.,.,.,.,.,.,.,
Center,Crawford,Cf_1,Cf,Crawford_1,1,.,55.06,.,0.23,0.04,0.02,240.15,0.31
East,Crawford,Cf_2,Cf,Crawford_2,2,.,87.36,.,0.32,0.03,0.37,373.52,0.64
North,Crawford,Cf_3,Cf,Crawford_3,3,.,97.41,.,0.34,0.03,82.91,442.24,0.62
South,Crawford,Cf_4,Cf,Crawford_4,4,.,57.05,.,0.26,0.05,0.01,218.89,0.36
West,Crawford,Cf_5,Cf,Crawford_5,5,.,47.22,.,0.23,0.04,0.04,194.97,0.22
Center,Crawford,Cf_6,Cf,Crawford_6,6,.,34.76,.,0.47,0.45,0,165.41,.
East,Crawford,Cf_7,Cf,Crawford_7,7,.,63.9,.,0.64,1.48,0,349.5,.
North,Crawford,Cf_8,Cf,Crawford_8,8,.,55.02,.,0.64,0.43,0,312.95,.
South,Crawford,Cf_9,Cf,Crawford_9,9,.,40.41,.,0.63,0.35,0,190.73,.
West,Crawford,Cf_10,Cf,Crawford_10,10,.,34.51,.,0.45,0.36,0,172.95,.
Center,Crawford,Cf_11,Cf,Crawford_11,11,.,32.62,.,0.71,0.92,0,155.83,.
East,Crawford,Cf_12,Cf,Crawford_12,12,.,48.55,.,0.48,0.36,0,258.48,.
North,Crawford,Cf_13,Cf,Crawford_13,13,.,37.17,.,0.64,0.43,0,194.88,.
South,Crawford,Cf_14,Cf,Crawford_14,14,.,38.68,.,0.53,0.33,0,180.81,.
West,Crawford,Cf_15,Cf,Crawford_15,15,.,27.18,.,0.57,0,0,131.36,.
Center,Crawford,Cf_16,Cf,Crawford_16,16,0.9823,31.73,.,0.96,0,0,145.79,.
East,Crawford,Cf_17,Cf,Crawford_17,17,0.7321,20.75,.,0.47,0,0,90.91,.
North,Crawford,Cf_18,Cf,Crawford_18,18,1.4657,51.53,.,0.66,0.24,0,237.62,.
South,Crawford,Cf_19,Cf,Crawford_19,19,0.711,36.94,.,0.41,0,0,169.81,.
West,Crawford,Cf_20,Cf,Crawford_20,20,0.9623,27.84,.,0.43,0.2,0,119.4,.
Center,Diversion,DV_1,DV,Diversion_1,1,.,9.66,.,0.05,0.13,0.06,42.05,0.01
East,Diversion,DV_2,DV,Diversion_2,2,.,11.36,.,0.05,0.13,0,45.36,0.02
North,Diversion,DV_3,DV,Diversion_3,3,.,.,.,.,.,.,.,.
South,Diversion,DV_4,DV,Diversion_4,4,.,10.38,.,0.04,0.07,0.05,42.59,0.02
West,Diversion,DV_5,DV,Diversion_5,5,.,9.44,.,0.04,0.13,0.07,40.63,0.02
Center,Diversion,DV_6,DV,Diversion_6,6,.,13.54,.,0.05,0.16,0.13,46.31,0.01
East,Diversion,DV_7,DV,Diversion_7,7,.,.,.,.,.,.,.,.
North,Diversion,DV_8,DV,Diversion_8,8,.,.,.,.,.,.,.,.
South,Diversion,DV_9,DV,Diversion_9,9,.,.,.,.,.,.,.,.
West,Diversion,DV_10,DV,Diversion_10,10,.,.,.,.,.,.,.,.
Center,Diversion,DV_11,DV,Diversion_11,11,.,6.71,.,0.03,0.18,0.06,38.82,0
East,Diversion,DV_12,DV,Diversion_12,12,.,7,.,0.05,0.09,0.04,38.52,0.02
North,Diversion,DV_13,DV,Diversion_13,13,.,6.86,.,0.05,0.12,0.05,39.13,0.02
South,Diversion,DV_14,DV,Diversion_14,14,.,6.52,.,0.05,0.03,0.04,34.58,0.01
West,Diversion,DV_15,DV,Diversion_15,15,.,5.99,.,0.03,0.19,0.04,40.66,0.02
Center,Diversion,DV_16,DV,Diversion_16,16,.,18.31,.,0.08,0.02,0.02,151,0
East,Diversion,DV_17,DV,Diversion_17,17,.,14.66,.,0.06,0.02,0.03,92.41,0
North,Diversion,DV_18,DV,Diversion_18,18,.,15.49,.,0.09,0.01,0.02,98.74,0
South,Diversion,DV_19,DV,Diversion_19,19,.,14.07,.,0.06,0.01,0.02,100.88,0
West,Diversion,DV_20,DV,Diversion_20,20,.,11.24,.,0.06,0.01,0.04,76.16,0
Center,Diversion,DV_21,DV,Diversion_21,21,.,8.33,.,0.03,0.1,0.04,31.09,0
East,Diversion,DV_22,DV,Diversion_22,22,.,10.59,.,0.04,0.08,0.04,35.55,0
North,Diversion,DV_23,DV,Diversion_23,23,.,8.78,.,0.04,0.1,0.05,32.27,0
South,Diversion,DV_24,DV,Diversion_24,24,.,10.49,.,0.06,0.04,0.05,33.41,0
West,Diversion,DV_25,DV,Diversion_25,25,.,6.47,.,0.04,0.09,0.04,31.27,0
Center,Diversion,DV_26,DV,Diversion_26,26,.,21.97,.,0.09,0.17,0.04,50.41,0.04
East,Diversion,DV_27,DV,Diversion_27,27,.,18.02,.,0.06,0.09,0.02,49.96,0.01
North,Diversion,DV_28,DV,Diversion_28,28,.,21.68,.,0.06,0.2,0.02,51.44,0
South,Diversion,DV_29,DV,Diversion_29,29,.,21.81,.,0.08,0.13,0.04,51.16,0.01
West,Diversion,DV_30,DV,Diversion_30,30,.,15.21,.,0.06,0.14,0.03,44.94,0.01
Center,Diversion,DV_31,DV,Diversion_31,31,.,10.27,.,2.16,0.18,0.02,48.62,0
East,Diversion,DV_32,DV,Diversion_32,32,.,9.12,.,1.58,0.15,0.05,42.98,0
North,Diversion,DV_33,DV,Diversion_33,33,.,9.56,.,1.68,0.06,0.03,44.99,0.01
South,Diversion,DV_34,DV,Diversion_34,34,.,9.66,.,1.11,0.16,0.02,46.23,0.01
West,Diversion,DV_35,DV,Diversion_35,35,.,11.48,.,1.9,0.11,0.05,48.1,0
Center,Diversion,DV_36,DV,Diversion_36,36,.,4.56,.,0.03,0.14,0.04,34.9,0.02
East,Diversion,DV_37,DV,Diversion_37,37,.,3.72,.,0.04,0.07,0.02,33.25,0.01
North,Diversion,DV_38,DV,Diversion_38,38,.,4.44,.,0.04,0.05,0.03,35.27,0.01
South,Diversion,DV_39,DV,Diversion_39,39,.,4.21,.,0.04,0.06,0.04,31.86,0.01
West,Diversion,DV_40,DV,Diversion_40,40,.,5.23,.,0.03,0.14,0.04,34.66,0.01
Center,Diversion,DV_41,DV,Diversion_41,41,.,10.62,.,0.06,0.23,0.03,42.17,0
East,Diversion,DV_42,DV,Diversion_42,42,.,9.38,.,0.07,0.14,0.04,39.1,0
North,Diversion,DV_43,DV,Diversion_43,43,.,10.25,.,0.06,0.16,0.02,41.62,0
South,Diversion,DV_44,DV,Diversion_44,44,.,10.28,.,0.05,0.2,0.01,39.81,0
West,Diversion,DV_45,DV,Diversion_45,45,.,9.93,.,0.06,0.15,0.06,45.86,0
Center,Diversion,DV_46,DV,Diversion_46,46,.,4.04,.,0,0.28,0.02,29.51,0.01
East,Diversion,DV_47,DV,Diversion_47,47,.,5.52,.,0.04,0.18,0.04,30.65,0.03
North,Diversion,DV_48,DV,Diversion_48,48,.,4.62,.,0.03,0.23,0.03,29.87,0.02
River,Diversion,DV_49,DV,Diversion_49,49,.,3.21,.,0.01,0.11,0.02,28.55,0.03
South,Diversion,DV_50,DV,Diversion_50,50,.,5.21,.,0.02,0.11,0.03,32.08,0.01
West,Diversion,DV_51,DV,Diversion_51,51,.,3.49,.,0,0.21,0.02,29.39,0.01
Center,Diversion,DV_52,DV,Diversion_52,52,.,3.6,.,0.01,0.24,0.02,32.5,0
East,Diversion,DV_53,DV,Diversion_53,53,.,4,.,0,0.09,0.05,29.77,0.01
North,Diversion,DV_54,DV,Diversion_54,54,.,3.89,.,0.02,0.13,0.03,30.26,0.01
River,Diversion,DV_55,DV,Diversion_55,55,.,4.18,.,0.03,0.14,0.01,48.55,0.01
South,Diversion,DV_56,DV,Diversion_56,56,.,3.95,.,0.01,0.14,0.02,30.83,0
West,Diversion,DV_57,DV,Diversion_57,57,.,5.31,.,0.02,0.24,0.02,43.58,0
Center,Diversion,DV_58,DV,Diversion_58,58,.,5.18,.,0.03,0.22,0.03,51.19,0.04
East,Diversion,DV_59,DV,Diversion_59,59,.,4.64,.,0.03,0.09,0.02,50.49,0.04
North,Diversion,DV_60,DV,Diversion_60,60,.,5.03,.,0.04,0.06,0.02,50.18,0.03
River,Diversion,DV_61,DV,Diversion_61,61,.,6.43,.,0.02,0.11,0.03,53.67,0.03
South,Diversion,DV_62,DV,Diversion_62,62,.,4.78,.,0.04,0.13,0.03,48.42,0.02
West,Diversion,DV_63,DV,Diversion_63,63,.,13.93,.,0.02,0.05,0.01,66.54,0.01
Center,Diversion,DV_64,DV,Diversion_64,64,.,9.43,.,0.5,0.8,0,40.86,.
East,Diversion,DV_65,DV,Diversion_65,65,.,10.71,.,0.47,0.64,0,40.7,.
North,Diversion,DV_66,DV,Diversion_66,66,.,9.81,.,0.41,0.74,0,42.04,.
River,Diversion,DV_67,DV,Diversion_67,67,.,12.96,.,0.67,3.28,0,45.51,.
South,Diversion,DV_68,DV,Diversion_68,68,.,9.88,.,0.59,2.14,0,40.78,.
West,Diversion,DV_69,DV,Diversion_69,69,.,11.11,.,0.45,0.69,0,41.35,.
Center,Diversion,DV_70,DV,Diversion_70,70,.,4.91,.,0.59,0.63,0,39.4,.
East,Diversion,DV_71,DV,Diversion_71,71,.,4.68,.,0.36,0.35,0,39.26,.
North,Diversion,DV_72,DV,Diversion_72,72,.,4.59,.,0,0.33,0,35.92,.
River,Diversion,DV_73,DV,Diversion_73,73,.,4.37,.,0,0.45,0,35.14,.
South,Diversion,DV_74,DV,Diversion_74,74,.,4.94,.,0.59,0.37,0,35.92,.
West,Diversion,DV_75,DV,Diversion_75,75,.,4.79,.,0,0.37,0,36.23,.
Center,Diversion,DV_76,DV,Diversion_76,76,0.5151,8.27,.,0,0,0,47.81,.
East,Diversion,DV_77,DV,Diversion_77,77,0.6482,9.03,.,0,0,0,47.76,.
North,Diversion,DV_78,DV,Diversion_78,78,0.5564,8.46,.,0,0,0,47.65,.
River,Diversion,DV_79,DV,Diversion_79,79,0.6652,8.58,.,0,0,0,47.1,.
South,Diversion,DV_80,DV,Diversion_80,80,0.7036,8.16,.,0,0,0,45.95,.
West,Diversion,DV_81,DV,Diversion_81,81,0.8408,8.8,.,0.5,0.23,0,48.57,.
East well,Diversion,DV_82,DV,Diversion_82,82,0.871,9.552,0,0,1.2026,0,57.9284,
North well,Diversion,DV_83,DV,Diversion_83,83,0.7972,9.872,0,0,0,0,55.7045,
River,Diversion,DV_84,DV,Diversion_84,84,0.9706,7.758,0,0,0.6147,0,47.9203,
South well,Diversion,DV_85,DV,Diversion_85,85,0.7744,9.08,0,0,0,0,47.9137,
West well,Diversion,DV_86,DV,Diversion_86,86,0.8645,9.257,0,0.0303,0,0,47.9071,
East well,Diversion,DV_87,DV,Diversion_87,87,1.4935,14.83,0,0.2747,0.8655,1.1853,42.1567,
North well,Diversion,DV_88,DV,Diversion_88,88,1.4456,16.143,0,0.4277,1.008,0.904,40.413,
River,Diversion,DV_89,DV,Diversion_89,89,1.4511,9.517,0,0,0.2179,0,34.1223,
South well,Diversion,DV_90,DV,Diversion_90,90,1.2795,15.885,0,0.1817,1.2755,1.0574,41.5508,
West well,Diversion,DV_91,DV,Diversion_91,91,1.2358,19.262,0,0.0542,0.5364,0,49.8097,
East well,Diversion,DV_92,DV,Diversion_92,92,0.3327,6.7848,0,0.0411,0.1657,0,61.7489,
North well,Diversion,DV_93,DV,Diversion_93,93,0.3102,6.5317,0,0.0402,0.0768,0,50.1375,
River,Diversion,DV_94,DV,Diversion_94,94,0.3054,7.1378,0.1451,0,1.0212,0,50.8596,
South well,Diversion,DV_95,DV,Diversion_95,95,0.5449,6.3238,0,0.1353,0.2119,0.1197,44.3939,
West well,Diversion,DV_96,DV,Diversion_96,96,0.3415,9.799,0,0,0.3605,0,51.1008,
East well,Diversion,DV_97,DV,Diversion_97,97,0.5206,24.76,0.0885,0.8333,1.7011,0.2993,144,
North well,Diversion,DV_98,DV,Diversion_98,98,0.5165,16.39,0.1306,0.7731,1.828,0.5449,94.67,
River,Diversion,DV_99,DV,Diversion_99,99,0.6363,14.01,0,0.8067,1.8024,0.5241,61.29,
South well,Diversion,DV_100,DV,Diversion_100,100,0.5172,19.39,0,0.8099,1.4743,0.46,108.56,
West well,Diversion,DV_101,DV,Diversion_101,101,0.6127,18.08,0,0.7883,1.8704,0.494,67.98,
East well,Diversion,DV_102,DV,Diversion_102,102,0.1768,1.284,0,0,0.3512,0,4.2534,
North well,Diversion,DV_103,DV,Diversion_103,103,0.5408,10.789,0,0.5062,0.9777,0.4252,32.591,
River,Diversion,DV_104,DV,Diversion_104,104,0.5429,11.218,0.6482,0.4257,0.6844,0,31.9508,
South well,Diversion,DV_105,DV,Diversion_105,105,0.5863,11.538,0,0.4058,1.2532,0.3687,32.9863,
West well,Diversion,DV_106,DV,Diversion_106,106,0.5063,11.854,0,0.3481,0.8515,0,22.2794,
East well,Diversion,DV_107,DV,Diversion_107,107,0.2959,7.109,1.5193,0.6623,0.5051,0.2819,51.4321,
North well,Diversion,DV_108,DV,Diversion_108,108,0.2551,7.348,0,0.9601,0,0.293,51.8389,
River,Diversion,DV_109,DV,Diversion_109,109,0.2719,6.096,0,0.0494,0.2086,0,51.8484,
South well,Diversion,DV_110,DV,Diversion_110,110,0.3052,7.432,0,0.747,0.5818,0,50.8969,
West well,Diversion,DV_111,DV,Diversion_111,111,0.228,5.876,0.848,0.0321,0,0,51.4725,
Center,Harrison,Hr_1,Hr,Harrison_1,1,.,11.67,.,0.05,0.01,0.12,36.72,0.39
Ditch,Harrison,Hr_2,Hr,Harrison_2,2,.,10.18,.,0.05,0.03,0.04,49.17,0.01
East,Harrison,Hr_3,Hr,Harrison_3,3,.,.,.,.,.,.,.,.
North,Harrison,Hr_4,Hr,Harrison_4,4,.,6.96,.,0.05,0.01,0.09,40.43,0.21
River,Harrison,Hr_5,Hr,Harrison_5,5,.,10.98,.,0.04,0.11,0.03,40.67,0.01
South,Harrison,Hr_6,Hr,Harrison_6,6,.,23.35,.,0.06,0.01,0.21,58.3,1.26
West,Harrison,Hr_7,Hr,Harrison_7,7,.,16.13,.,0,0.01,0.09,48.43,0.11
Center,Harrison,Hr_8,Hr,Harrison_8,8,.,11.4,.,0.06,0.02,0.11,38.86,0.33
Ditch,Harrison,Hr_9,Hr,Harrison_9,9,.,13.55,.,0.05,0.03,0.02,50.23,0.06
East,Harrison,Hr_10,Hr,Harrison_10,10,.,.,.,.,.,.,.,.
North,Harrison,Hr_11,Hr,Harrison_11,11,.,10.66,.,0.05,0.02,0.1,44.97,0.21
River,Harrison,Hr_12,Hr,Harrison_12,12,.,10.33,.,0.04,0.13,0.04,39.09,0.03
South,Harrison,Hr_13,Hr,Harrison_13,13,.,11.25,.,0.06,0.01,0.2,45.5,0.92
West,Harrison,Hr_14,Hr,Harrison_14,14,.,13.81,.,0.04,0.03,0.08,43,0.11
Center,Harrison,Hr_15,Hr,Harrison_15,15,.,12.71,.,0.06,0.01,0.09,36.73,0.35
Ditch,Harrison,Hr_16,Hr,Harrison_16,16,.,6.97,.,0,0.04,0.02,19.42,0.04
East,Harrison,Hr_17,Hr,Harrison_17,17,.,.,.,.,.,.,.,.
North,Harrison,Hr_18,Hr,Harrison_18,18,.,12.75,.,0.07,0.02,0.1,42.22,0.2
River,Harrison,Hr_19,Hr,Harrison_19,19,.,6.83,.,0.02,0.16,0.04,42.78,0.04
South,Harrison,Hr_20,Hr,Harrison_20,20,.,12.85,.,0.05,0.01,0.2,40.86,0.99
West,Harrison,Hr_21,Hr,Harrison_21,21,.,14.53,.,0.07,0.02,0.06,43.62,0.11
Center,Harrison,Hr_22,Hr,Harrison_22,22,.,8.36,.,0.05,0.03,0.12,34.08,0.16
Ditch,Harrison,Hr_23,Hr,Harrison_23,23,.,13.68,.,0.06,0.1,0.04,74.4,0
East,Harrison,Hr_24,Hr,Harrison_24,24,.,9.6,.,0.04,0.01,0.23,57.39,0.17
North,Harrison,Hr_25,Hr,Harrison_25,25,.,8.99,.,0.07,0.01,0.06,73.99,0.19
River,Harrison,Hr_26,Hr,Harrison_26,26,.,11.58,.,0.04,0.26,0.06,56.32,0.01
South,Harrison,Hr_27,Hr,Harrison_27,27,.,21.56,.,0.08,0.01,0.16,82.11,1.1
West,Harrison,Hr_28,Hr,Harrison_28,28,.,17.21,.,0.08,0.01,0.1,82.67,0.1
Center,Harrison,Hr_29,Hr,Harrison_29,29,.,11.7,.,0.07,0,0.13,80.18,0.34
Ditch,Harrison,Hr_30,Hr,Harrison_30,30,.,14.16,.,0.06,0.04,0.04,61.07,0
East,Harrison,Hr_31,Hr,Harrison_31,31,.,10.9,.,0.06,0.01,0.14,60.95,0.21
North,Harrison,Hr_32,Hr,Harrison_32,32,.,15.05,.,0.08,0.01,0.11,101.84,0.27
River,Harrison,Hr_33,Hr,Harrison_33,33,.,7.79,.,0.03,0.1,0.02,32.82,0.02
South,Harrison,Hr_34,Hr,Harrison_34,34,.,8.5,.,0.07,0.01,0.25,41.34,0.9
West,Harrison,Hr_35,Hr,Harrison_35,35,.,21.26,.,0.11,0.01,0.1,90.81,0.2
Center,Harrison,Hr_36,Hr,Harrison_36,36,.,11.77,.,0.07,0.02,0.1,34.04,0.32
Ditch,Harrison,Hr_37,Hr,Harrison_37,37,.,16.41,.,0.07,0.04,0.03,55.38,0.03
East,Harrison,Hr_38,Hr,Harrison_38,38,.,12.47,.,0.06,0.02,0.1,40.93,0.17
North,Harrison,Hr_39,Hr,Harrison_39,39,.,10.22,.,0.06,0.01,0.07,41.76,0.2
River,Harrison,Hr_40,Hr,Harrison_40,40,.,14.54,.,0.06,0.12,0.05,42.21,0.05
South,Harrison,Hr_41,Hr,Harrison_41,41,.,10.21,.,0.07,0.01,0.18,43.7,0.7
West,Harrison,Hr_42,Hr,Harrison_42,42,.,16.03,.,0.08,0.02,0.06,64.13,0.18
